bacteria	Gryllotalpicola_ginsengisoli	GCF_000419445.1_ASM41944v1
bacteria	Eubacterium_oxidoreducens	GCF_900104415.1_IMG-taxon_2593339221_annotated_assembly
bacteria	Guyparkeria_sp._SCN-R1	GCF_003932495.1_ASM393249v1
bacteria	Akkermansia_sp._BIOML-A11	GCF_008422405.1_ASM842240v1
bacteria	Enterobacter_sp._MGH_15	GCF_000534555.1_Ente_cloa_complex_MGH_15_V1
bacteria	Kocuria_polaris	GCF_000786195.1_ASM78619v1
bacteria	Brasilonema_octagenarum	GCF_012912125.1_ASM1291212v1
bacteria	Imperialibacter_sp._EC-SDR9	GCF_902498805.1_IMPR6_assembly
bacteria	Cupriavidus_sp._SW-Y-13	GCF_009793345.1_ASM979334v1
bacteria	Fusobacterium_gonidiaformans	GCF_000158835.1_ASM15883v1
