archaea	Natrarchaeobaculum_aegyptiacum	GCF_002156705.1_ASM215670v1
archaea	Halobonum_sp._NJ-3-1	GCF_013402875.1_ASM1340287v1
archaea	Candidatus_Nitrosopumilus_sp._SW	GCF_006740685.1_ASM674068v1
archaea	Haloarcula_sp._CBA1130	GCF_008729005.1_ASM872900v1
archaea	Halobacterium_sp._GSL-19	GCF_016917855.1_ASM1691785v1
archaea	Methanofollis_tationis	GCF_013377755.1_ASM1337775v1
archaea	Methanoregula_formicica	GCF_000327485.1_ASM32748v1
archaea	Thermococcus_thioreducens	GCF_001418715.1_ASM141871v1
archaea	Methanosphaera_sp._WGK6	GCF_001729965.1_ASM172996v1
archaea	Thermococcus_zilligii	GCF_000258515.1_TheZil1.0
archaea	Halobellus_sp._Atlit-31R	GCF_003665935.1_ASM366593v1
archaea	Natronomonas_gomsonensis	GCF_013391635.1_ASM1339163v1
archaea	Haloterrigena_sp._H1	GCF_005938085.1_ASM593808v1
archaea	Halobonum_sp._Gai3-2	GCF_013401515.1_ASM1340151v1
archaea	Ferroplasma_acidarmanus	GCF_000152265.1_ASM15226v1
archaea	Candidatus_Nitrosotalea_sinensis	GCF_900143675.1_Candidatus_Nitrosotalea_sinensis_Nd2_whole_genome
archaea	Halorubrum_sp._CBA1229	GCF_003721435.1_ASM372143v1
archaea	Halolamina_sp._CBA1230	GCF_002025255.1_ASM202525v1
archaea	Halorubrum_tebenquichense	GCF_000337415.1_ASM33741v1
archaea	Methanosphaera_stadtmanae	GCF_000012545.1_ASM1254v1
archaea	Halorubrum_hochstenium	GCF_000337075.1_ASM33707v1
archaea	Haloferax_alexandrinus	GCF_000336735.1_ASM33673v1
archaea	Thermococcus_sp._M36	GCF_012027355.1_ASM1202735v1
archaea	Desulfurococcus_amylolyticus	GCF_000020905.1_ASM2090v1
archaea	Halococcus_agarilyticus	GCF_000334895.1_ASM33489v1
archaea	Methanocaldococcus_infernus	GCF_000092305.1_ASM9230v1
archaea	Halobaculum_sp._WSA2	GCF_009831625.1_ASM983162v1
archaea	Candidatus_Nitrosotenuis_cloacae	GCF_000955905.1_ASM95590v3
archaea	Halorubrum_chaoviator	GCF_002379115.1_ASM237911v1
archaea	Methermicoccus_shengliensis	GCF_000711905.1_ASM71190v1
archaea	Halorubrum_sp._BV1	GCF_000746205.1_ASM74620v1
archaea	Natrialba_hulunbeirensis	GCF_000337575.1_ASM33757v1
